% Model,cables-simple.mph
% Version,COMSOL 5.5.0.359
% Date,"Sep 28 2023, 10:45"
% Table,Evaluation Group 1 -
% Twarm,contact (mm),"Temperature (K), Point: 1","Twarm, Point: 1","Tcold, Point: 1","T-Tcold (K), Point: 1","contact (cm), Point: 1"
19,12,10.000949383559119,19,10,9.493835591189992E-4,1.2
19,13.000000000000002,10.000552569968038,19,10,5.525699680379859E-4,1.3
19,14,10.000321698091604,19,10,3.216980916036505E-4,1.4000000000000001
19,15,10.000187351846817,19,10,1.8735184681695216E-4,1.5
19,16,10.000109144208025,19,10,1.0914420802521363E-4,1.6
19,17,10.000063603729904,19,10,6.360372990421581E-5,1.7000000000000002
19,18.000000000000004,10.000037078566855,19,10,3.707856685508659E-5,1.8000000000000003
19,19,10.000021623392152,19,10,2.1623392152392285E-5,1.9
19,20,10.000012614230807,19,10,1.2614230806562432E-5,2
20,4,10.084674253818099,20,10,0.08467425381809868,0.4
20,5,10.048937459577337,20,10,0.04893745957733664,0.5
20,6,10.028395439681644,20,10,0.028395439681643708,0.6
20,7,10.016496950088088,20,10,0.01649695008808827,0.7000000000000001
20,8,10.009589498245381,20,10,0.009589498245381023,0.8
20,9.000000000000002,10.005575809020378,20,10,0.005575809020378131,0.9000000000000001
20,10,10.003242821593725,20,10,0.0032428215937247984,1
20,11,10.00188647240595,20,10,0.0018864724059497462,1.0999999999999999
20,12,10.001097744842456,20,10,0.001097744842455839,1.2
20,13.000000000000002,10.00063894604264,20,10,6.389460426401428E-4,1.3
20,14,10.000371999899649,20,10,3.7199989964875613E-4,1.4000000000000001
20,15,10.000216655610721,20,10,2.1665561072126138E-4,1.5
20,16,10.000126220740242,20,10,1.2622074024193353E-4,1.6
20,17,10.000073558222141,20,10,7.355822214094587E-5,1.7000000000000002
20,18.000000000000004,10.000042883556667,20,10,4.288355666659527E-5,1.8000000000000003
20,19,10.000025009869942,20,10,2.5009869942138607E-5,1.9
20,20,10.000014590464586,20,10,1.4590464585850782E-5,2
25,4,10.151016801880239,25,10,0.15101680188023892,0.4
25,5,10.087379995991956,25,10,0.0873799959919559,0.5
25,6,10.050740172404996,25,10,0.05074017240499629,0.6
25,7,10.029494356043276,25,10,0.029494356043276326,0.7000000000000001
25,8,10.017151462164376,25,10,0.01715146216437624,0.8
25,9.000000000000002,10.009975797305442,25,10,0.009975797305441958,0.9000000000000001
25,10,10.005803330705794,25,10,0.005803330705793641,1
25,11,10.003376826322853,25,10,0.003376826322853077,1.0999999999999999
25,12,10.001965432253945,25,10,0.0019654322539448543,1.2
25,13.000000000000002,10.001144243092524,25,10,0.0011442430925239222,1.3
25,14,10.000666339383658,25,10,6.66339383657899E-4,1.4000000000000001
25,15,10.000388170127103,25,10,3.8817012710268273E-4,1.5
25,16,10.000226195947885,25,10,2.2619594788508834E-4,1.6
25,17,10.00013185307045,25,10,1.3185307044949468E-4,1.7000000000000002
25,18.000000000000004,10.000076887920788,25,10,7.688792078752726E-5,1.8000000000000003
25,19,10.000044852843638,25,10,4.485284363830999E-5,1.9
25,20,10.00002617365833,25,10,2.6173658330463923E-5,2
30,4,10.232149050479283,30,10,0.2321490504792827,0.4
30,5,10.134510923321399,30,10,0.13451092332139858,0.5
30,6,10.078180921667181,30,10,0.07818092166718138,0.6
30,7,10.045474425173978,30,10,0.04547442517397826,0.7000000000000001
30,8,10.026456522988473,30,10,0.026456522988473452,0.8
30,9.000000000000002,10.015393548016734,30,10,0.01539354801673376,0.9000000000000001
30,10,10.008957839600724,30,10,0.008957839600723716,1
30,11,10.005213824336833,30,10,0.0052138243368329285,1.0999999999999999
30,12,10.003035431143232,30,10,0.0030354311432319037,1.2
30,13.000000000000002,10.001767639839391,30,10,0.0017676398393913217,1.3
30,14,10.00102963949597,30,10,0.001029639495969903,1.4000000000000001
30,15,10.000599966463419,30,10,5.999664634188662E-4,1.5
30,16,10.000349709559956,30,10,3.4970955995561326E-4,1.6
30,17,10.000203907922328,30,10,2.039079223283835E-4,1.7000000000000002
30,18.000000000000004,10.000118939723071,30,10,1.1893972307142064E-4,1.8000000000000003
30,19,10.000069404400968,30,10,6.940440096769862E-5,1.9
30,20,10.000040513147786,30,10,4.0513147785858905E-5,2
35,4,10.327038733572088,35,10,0.32703873357208835,0.4
35,5,10.18979865171811,35,10,0.18979865171811028,0.5
35,6,10.11043457160078,35,10,0.11043457160078063,0.6
35,7,10.06428272538389,35,10,0.06428272538389024,0.7000000000000001
35,8,10.037419046348962,35,10,0.03741904634896187,0.8
35,9.000000000000002,10.021781090374098,35,10,0.021781090374098255,0.9000000000000001
35,10,10.01267931382814,35,10,0.012679313828140693,1
35,11,10.007382180410284,35,10,0.007382180410283823,1.0999999999999999
35,12,10.00429908294147,35,10,0.004299082941470189,1.2
35,13.000000000000002,10.002504230523758,35,10,0.002504230523758366,1.3
35,14,10.001459122150054,35,10,0.0014591221500541707,1.4000000000000001
35,15,10.000850472222913,35,10,8.504722229130124E-4,1.5
35,16,10.00049587261048,35,10,4.958726104806743E-4,1.6
35,17,10.000289220922925,35,10,2.892209229248266E-4,1.7000000000000002
35,18.000000000000004,10.000168756127746,35,10,1.6875612774569504E-4,1.8000000000000003
35,19,10.000098505414446,35,10,9.850541444578198E-5,1.9
35,20,10.000057519669198,35,10,5.751966919831375E-5,2
40,4,10.434746336410264,40,10,0.4347463364102637,0.4
40,5,10.252769238496356,40,10,0.2527692384963558,0.5
40,6,10.147253227391912,40,10,0.1472532273919125,0.6
40,7,10.085785925075,40,10,0.08578592507499927,0.7000000000000001
40,8,10.04996586138309,40,10,0.04996586138308956,0.8
40,9.000000000000002,10.029097748538915,40,10,0.02909774853891456,0.9000000000000001
40,10,10.01694496497868,40,10,0.016944964978680588,1
40,11,10.009869071713283,40,10,0.009869071713282551,1.0999999999999999
40,12,10.005749155235813,40,10,0.005749155235813319,1.2
40,13.000000000000002,10.003349934087908,40,10,0.0033499340879075135,1.3
40,14,10.0019524857871,40,10,0.0019524857871004997,1.4000000000000001
40,15,10.00113839024385,40,10,0.001138390243850651,1.5
40,16,10.000663955056176,40,10,6.639550561757801E-4,1.6
40,17,10.00038738195952,40,10,3.8738195951992793E-4,1.7000000000000002
40,18.000000000000004,10.000226107251967,40,10,2.2610725196692272E-4,1.8000000000000003
40,19,10.000132027317115,40,10,1.3202731711459137E-4,1.9
40,20,10.000077121591959,40,10,7.712159195882862E-5,2
45,4,10.554401571277435,45,10,0.5544015712774346,0.4
45,5,10.322990894538346,45,10,0.3229908945383464,0.5
45,6,10.188414663977369,45,10,0.18841466397736895,0.6
45,7,10.109866052442825,45,10,0.10986605244282543,0.7000000000000001
45,8,10.064032846757753,45,10,0.06403284675775289,0.8
45,9.000000000000002,10.03730812044124,45,10,0.03730812044124043,0.9000000000000001
45,10,10.021735056444268,45,10,0.021735056444267542,1
45,11,10.012663433542336,45,10,0.012663433542336122,1.0999999999999999
45,12,10.007379425635557,45,10,0.0073794256355572685,1.2
45,13.000000000000002,10.00430124851698,45,10,0.004301248516979328,1.3
45,14,10.00250776029371,45,10,0.0025077602937102483,1.4000000000000001
45,15,10.00146261289425,45,10,0.0014626128942492045,1.5
45,16,10.000853335124928,45,10,8.53335124928023E-4,1.6
45,17,10.00049804271201,45,10,4.980427120102604E-4,1.7000000000000002
45,18.000000000000004,10.0002907984472,45,10,2.907984471995917E-4,1.8000000000000003
45,19,10.000169861616513,45,10,1.6986161651288967E-4,1.9
45,20,10.000099258706607,45,10,9.925870660687508E-5,2
50,4,10.68519617545944,50,10,0.6851961754594402,0.4
50,5,10.400068199756795,50,10,0.4000681997567952,0.5
50,6,10.233718506696727,50,10,0.2337185066967269,0.6
50,7,10.13641813319296,50,10,0.1364181331929597,0.7000000000000001
50,8,10.079563507405254,50,10,0.07956350740525409,0.8
50,9.000000000000002,10.04638123012017,50,10,0.04638123012017026,0.9000000000000001
50,10,10.027032401404005,50,10,0.027032401404005313,1
50,11,10.015755662857519,50,10,0.015755662857518615,1.0999999999999999
50,12,10.009184506990824,50,10,0.009184506990823849,1.2
50,13.000000000000002,10.005355147841005,50,10,0.005355147841004992,1.3
50,14,10.003123246305128,50,10,0.003123246305127836,1.4000000000000001
50,15,10.001822186308747,50,10,0.0018221863087468648,1.5
50,16,10.001063478239704,50,10,0.0010634782397040965,1.6
50,17,10.000620904228528,50,10,6.209042285281186E-4,1.7000000000000002
50,18.000000000000004,10.00036266297223,50,10,3.6266297223086497E-4,1.8000000000000003
50,19,10.000211915571965,50,10,2.1191557196509336E-4,1.9
50,20,10.000123879673243,50,10,1.238796732430103E-4,2
55,4,10.82638828008591,55,10,0.8263882800859097,0.4
55,5,10.483643453621767,55,10,0.48364345362176664,0.5
55,6,10.282986704731766,55,10,0.28298670473176557,0.6
55,7,10.165350386099519,55,10,0.1653503860995187,0.7000000000000001
55,8,10.096509067898285,55,10,0.0965090678982854,0.8
55,9.000000000000002,10.056290577148701,55,10,0.056290577148701004,0.9000000000000001
55,10,10.032822390799447,55,10,0.032822390799447376,1
55,11,10.019137634786755,55,10,0.019137634786755342,1.0999999999999999
55,12,10.011159857386225,55,10,0.01115985738622527,1.2
55,13.000000000000002,10.006509088257797,55,10,0.006509088257796947,1.3
55,14,10.003797518978404,55,10,0.0037975189784038577,1.4000000000000001
55,15,10.002216312725965,55,10,0.0022163127259648974,1.5
55,16,10.001293938467482,55,10,0.0012939384674819365,1.6
55,17,10.000755717824003,55,10,7.55717824002744E-4,1.7000000000000002
55,18.000000000000004,10.000441562550307,55,10,4.4156255030713965E-4,1.8000000000000003
55,19,10.000258112540998,55,10,2.581125409975016E-4,1.9
55,20,10.000150942235553,55,10,1.5094223555323083E-4,2
60,4,10.977314957635135,60,10,0.9773149576351354,0.4
60,5,10.573403293717263,60,10,0.5734032937172628,0.5
60,6,10.33606725584954,60,10,0.33606725584954056,0.6
60,7,10.196586387303967,60,10,0.1965863873039666,0.7000000000000001
60,8,10.114829744985322,60,10,0.11482974498532172,0.8
60,9.000000000000002,10.067014887817933,60,10,0.0670148878179333,0.9000000000000001
60,10,10.039093437409663,60,10,0.03909343740966342,1
60,11,10.022802965351708,60,10,0.022802965351708337,1.0999999999999999
60,12,10.013301935666316,60,10,0.013301935666316211,1.2
60,13.000000000000002,10.007761100250958,60,10,0.007761100250958108,1.3
60,14,10.00452948258471,60,10,0.004529482584709754,1.4000000000000001
60,15,10.002644382859383,60,10,0.0026443828593833985,1.5
60,16,10.00154437772494,60,10,0.0015443777249402046,1.6
60,17,10.000902296481646,60,10,9.02296481646303E-4,1.7000000000000002
60,18.000000000000004,10.000527394141644,60,10,5.273941416437111E-4,1.8000000000000003
60,19,10.000308396003826,60,10,3.083960038257061E-4,1.9
60,20,10.000180415614631,60,10,1.8041561463100209E-4,2
65,4,11.137410038905696,65,10,1.1374100389056956,0.4
65,5,10.66908901883774,65,10,0.6690890188377399,0.5
65,6,10.392840326277721,65,10,0.3928403262777209,0.6
65,7,10.230068723666742,65,10,0.2300687236667418,0.7000000000000001
65,8,10.134496925527912,65,10,0.13449692552791248,0.8
65,9.000000000000002,10.078539409837912,65,10,0.07853940983791219,0.9000000000000001
65,10,10.045837743814243,65,10,0.04583774381424277,1
65,11,10.026747466416307,65,10,0.026747466416306764,1.0999999999999999
65,12,10.015608470775557,65,10,0.015608470775557493,1.2
65,13.000000000000002,10.009109948036183,65,10,0.009109948036183368,1.3
65,14,10.005318464922013,65,10,0.005318464922012822,1.4000000000000001
65,15,10.003106031816294,65,10,0.003106031816294319,1.5
65,16,10.001814598911627,65,10,0.0018145989116273853,1.6
65,17,10.001060534494725,65,10,0.001060534494724763,1.7000000000000002
65,18.000000000000004,10.00062010159392,65,10,6.201015939204524E-4,1.8000000000000003
65,19,10.000362736477964,65,10,3.6273647796392083E-4,1.9
65,20,10.000212284614898,65,10,2.1228461489819495E-4,2
70,4,11.30622497635747,70,10,1.3062249763574698,0.4
70,5,10.770509393441714,70,10,0.7705093934417135,0.5
70,6,10.453226087776548,70,10,0.4532260877765477,0.6
70,7,10.265763752707242,70,10,0.26576375270724206,0.7000000000000001
70,8,10.155496030694879,70,10,0.15549603069487894,0.8
70,9.000000000000002,10.0908576236017,70,10,0.0908576236016998,0.9000000000000001
70,10,10.053052320179717,70,10,0.05305232017971662,1
70,11,10.030969749462814,70,10,0.030969749462814278,1.0999999999999999
70,12,10.018078819424156,70,10,0.018078819424156123,1.2
70,13.000000000000002,10.010555341339543,70,10,0.01055534133954339,1.3
70,14,10.006164342711946,70,10,0.0061643427119459915,1.4000000000000001
70,15,10.003601213355058,70,10,0.0036012133550578085,1.5
70,16,10.002104589898767,70,10,0.002104589898767273,1.6
70,17,10.001230433536294,70,10,0.001230433536294484,1.7000000000000002
70,18.000000000000004,10.000719691101002,70,10,7.196911010023399E-4,1.8000000000000003
70,19,10.000421140688633,70,10,4.211406886334146E-4,1.9
70,20,10.000246555069742,70,10,2.465550697419161E-4,2
75,4,11.483451098447038,75,10,1.4834510984470377,0.4
75,5,10.877555002193771,75,10,0.8775550021937715,0.5
75,6,10.517193755949839,75,10,0.5171937559498385,0.6
75,7,10.303667180198648,75,10,0.3036671801986479,0.7000000000000001
75,8,10.177829902172384,75,10,0.17782990217238392,0.8
75,9.000000000000002,10.103973275471777,75,10,0.10397327547177682,0.9000000000000001
75,10,10.060740196986451,75,10,0.06074019698645117,1
75,11,10.035471946153326,75,10,0.03547194615332572,1.0999999999999999
75,12,10.020714393312419,75,10,0.020714393312418977,1.2
75,13.000000000000002,10.012098188487775,75,10,0.012098188487774664,1.3
75,14,10.007067691502428,75,10,0.00706769150242792,1.4000000000000001
75,15,10.004130288667417,75,10,0.004130288667417048,1.5
75,16,10.00241457612619,75,10,0.0024145761261902265,1.6
75,17,10.001412133833014,75,10,0.0014121338330141953,1.7000000000000002
75,18.000000000000004,10.0008262496891,75,10,8.262496890996118E-4,1.8000000000000003
75,19,10.000483662536247,75,10,4.836625362472091E-4,1.9
75,20,10.0002832603532,75,10,2.8326035319992116E-4,2
80,4,11.66894204549557,80,10,1.6689420454955695,0.4
80,5,10.990213458600714,80,10,0.9902134586007136,0.5
80,6,10.584771447895498,80,10,0.5847714478954984,0.6
80,7,10.34381024546995,80,10,0.34381024546994965,0.7000000000000001
80,8,10.20152259305003,80,10,0.2015225930500293,0.8
80,9.000000000000002,10.11790266641815,80,10,0.11790266641814995,0.9000000000000001
80,10,10.068911794324038,80,10,0.0689117943240376,1
80,11,10.040260523415823,80,10,0.04026052341582265,1.0999999999999999
80,12,10.023519142928377,80,10,0.02351914292837698,1.2
80,13.000000000000002,10.01374088321347,80,10,0.013740883213470667,1.3
80,14,10.008029955618039,80,10,0.008029955618038542,1.4000000000000001
80,15,10.004694127069204,80,10,0.004694127069203802,1.5
80,16,10.002745080271458,80,10,0.0027450802714579225,1.6
80,17,10.00160594953753,80,10,0.0016059495375291277,1.7000000000000002
80,18.000000000000004,10.000939966197194,80,10,9.399661971940532E-4,1.8000000000000003
80,19,10.00055041554613,80,10,5.504155461295568E-4,1.9
80,20,10.000322468773913,80,10,3.224687739127319E-4,2
85,4,11.862726193976997,85,10,1.8627261939769966,0.4
85,5,11.108579241417656,85,10,1.1085792414176563,0.5
85,6,10.656053136004973,85,10,0.6560531360049726,0.6
85,7,10.38626431230601,85,10,0.3862643123060092,0.7000000000000001
85,8,10.226622267996758,85,10,0.226622267996758,0.8
85,9.000000000000002,10.132676435911389,85,10,0.13267643591138878,0.9000000000000001
85,10,10.077586002284797,85,10,0.07758600228479651,1
85,11,10.045346932085183,85,10,0.0453469320851827,1.0999999999999999
85,12,10.026499945056685,85,10,0.026499945056684737,1.2
85,13.000000000000002,10.0154875356135,85,10,0.01548753561350047,1.3
85,14,10.009053585670543,85,10,0.00905358567054293,1.4000000000000001
85,15,10.00529418782429,85,10,0.005294187824290475,1.5
85,16,10.003096970937792,85,10,0.00309697093779171,1.6
85,17,10.001812397707827,85,10,0.0018123977078268183,1.7000000000000002
85,18.000000000000004,10.001061148533243,85,10,0.001061148533242573,1.8000000000000003
85,19,10.00062158314803,85,10,6.215831480300693E-4,1.9
85,20,10.00036428970437,85,10,3.642897043700799E-4,2
90,4,12.064921723734516,90,10,2.064921723734516,0.4
90,5,11.232804087145674,90,10,1.2328040871456736,0.5
90,6,10.731169868556155,90,10,0.7311698685561545,0.6
90,7,10.43112421633724,90,10,0.4311242163372402,0.7000000000000001
90,8,10.25319155979297,90,10,0.25319155979297037,0.8
90,9.000000000000002,10.148333967850752,90,10,0.1483339678507516,0.9000000000000001
90,10,10.086786930801594,90,10,0.08678693080159405,1
90,11,10.050745716255053,90,10,0.05074571625505264,1.0999999999999999
90,12,10.029665501977254,90,10,0.02966550197725404,1.2
90,13.000000000000002,10.017343330798486,90,10,0.017343330798485823,1.3
90,14,10.01014166469221,90,10,0.010141664692209673,1.4000000000000001
90,15,10.005932302092463,90,10,0.005932302092462649,1.5
90,16,10.003471335422295,90,10,0.003471335422295496,1.6
90,17,10.002032124036612,90,10,0.002032124036611904,1.7000000000000002
90,18.000000000000004,10.00119018029941,90,10,0.001190180299410315,1.8000000000000003
90,19,10.000697393333047,90,10,6.973933330467474E-4,1.9
90,20,10.000408858767086,90,10,4.0885876708607327E-4,2
95,4,12.275639490896774,95,10,2.275639490896774,0.4
95,5,11.363038179110276,95,10,1.3630381791102764,0.5
95,6,10.810254764094315,95,10,0.8102547640943154,0.6
95,7,10.478487649922895,95,10,0.4784876499228954,0.7000000000000001
95,8,10.281295487214605,95,10,0.28129548721460473,0.8
95,9.000000000000002,10.16491632247583,95,10,0.16491632247583077,0.9000000000000001
95,10,10.096539777160928,95,10,0.09653977716092754,1
95,11,10.056472097251657,95,10,0.056472097251656805,1.0999999999999999
95,12,10.033024928713944,95,10,0.033024928713944135,1.2
95,13.000000000000002,10.019313702531717,95,10,0.019313702531716714,1.3
95,14,10.011297424586438,95,10,0.011297424586437899,1.4000000000000001
95,15,10.006610389859926,95,10,0.0066103898599259026,1.5
